Breshad Perriman,17.2,26,13,3,61,31,511,16.5,5,24,44,2.4,39.3,50.80%,8.4,2,16,0,1,13,8,1.2,0.2,33,16,527,0.40,0.07,0.17,0.00,20.67,12.27,166.47,13.57,1.13,0.00
Brian Hill,6.6,24,11,2,14,10,69,6.9,1,4,12,0.9,6.3,71.40%,4.9,73,302,2,18,27,4.1,27.5,6.6,83,4.5,371,22.33,119.13,5.33,1.07,6.60,5.33,49.87,9.35,0.27,0.13
Buddy Howell,0,23,15,0,0,0,0,,0,0,0,0,0,0.00%,,2,5,0,0,4,2.5,0.3,0.1,2,2.5,5,18.13,54.67,3.01,0.53,7.27,5.40,31.00,5.74,0.07,0.40
Byron Pringle,0,26,15,0,16,12,170,14.2,1,7,28,0.8,11.3,75.00%,10.6,,,,0,,,,,12,14.2,170,0.20,1.13,5.67,0.00,18.93,11.47,147.87,12.90,0.60,0.13
C.J. Anderson,0,28,2,0,0,0,0,,0,0,0,0,0,0.00%,,16,43,0,1,9,2.7,21.5,8,16,2.7,43,23.73,94.00,3.96,0.47,6.53,5.20,34.80,6.69,0.13,0.20
C.J. Ham,3.2,26,15,7,25,17,149,8.8,1,6,36,1.1,9.9,68.00%,6,5,13,0,1,9,2.6,0.9,0.3,22,7.4,162,22.47,105.87,4.71,0.93,8.07,5.93,42.87,7.22,0.07,0.07
C.J. Prosise,1.4,25,9,0,12,10,76,7.6,0,3,21,1.1,8.4,83.30%,6.3,23,72,1,4,17,3.1,8,2.6,33,4.5,148,23.27,99.73,4.29,0.53,7.20,6.07,50.93,8.40,0.33,0.13
C.J. Uzomah,13.7,26,15,15,34,22,217,9.9,1,10,36,1.5,14.5,64.70%,6.4,,,,0,,,,,22,9.9,217,0.00,0.00,0.00,0.00,7.13,5.00,57.13,11.43,0.33,0.00
Cameron Brate,3.7,28,15,6,52,35,309,8.8,3,20,37,2.3,20.6,67.30%,5.9,,,,0,,,,,35,8.8,309,0.07,3.80,57.00,0.00,7.47,4.87,58.60,12.04,0.33,0.00
Carlos Hyde,10.7,29,15,13,16,10,42,4.2,0,2,14,0.7,2.8,62.50%,2.6,241,1057,6,54,58,4.4,70.5,16.1,251,4.4,1099,18.13,54.67,3.01,0.53,7.27,5.40,31.00,5.74,0.07,0.40
Cethan Carter,0,24,14,0,2,2,13,6.5,1,2,8,0.1,0.9,100.00%,6.5,,,,0,,,,,2,6.5,13,0.00,0.00,0.00,0.00,7.13,5.00,57.13,11.43,0.33,0.00
