Player,Actual,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch,Scrim yds,TOT TD,Fmbl,Rec,Tgt,Att,Age,Rush yds,Rec yds,Yds/rec,Rec TD,Rec 1D,Catch %,Rushing TD,Rush 1D,Rush long,Rec long,Yards/att,Touch,Yards/touch
Danny Amendola,97.9,37.81428571428572,0.14285714285714285,0.15714285714285714,3.9571428571428573,5.9714285714285715,0.18571428571428572,26.5,1.2571428571428571,36.55714285714286,9.066666666666666,0.14285714285714285,2.0714285714285716,68.74999999999999,0.0,0.07142857142857142,7.5,35.5,2.65,4.142857142857143,8.95,12.5,0.0625,0.0625,1.6875,2.625,0.0,29,0.0,12.5,7.4,0.0625,0.75,64.3,0.0,0.0,0,21.0,0,1.6875,7.4
Danny Amendola,30.0,45.31481481481482,0.16666666666666666,0.18518518518518517,4.62962962962963,6.962962962962963,0.24074074074074073,26.0,1.6296296296296295,43.68518518518518,9.4,0.16666666666666666,2.462962962962963,69.63999999999999,0.0,0.09259259259259259,9.0,38.4,3.18,4.87037037037037,9.26,52.833333333333336,0.16666666666666666,0.0,4.5,6.916666666666667,0.08333333333333333,28,0.08333333333333333,52.75,11.7,0.16666666666666666,3.0833333333333335,65.1,0.0,0.0,1.0,57.0,1.0,4.583333333333333,11.5
Danny Amendola,93.9,43.166666666666664,0.16666666666666666,0.23809523809523808,4.666666666666667,6.976190476190476,0.2857142857142857,25.5,2.0714285714285716,41.095238095238095,8.825,0.16666666666666666,2.2857142857142856,70.77499999999999,0.0,0.11904761904761904,11.0,33.75,3.725,4.9523809523809526,8.7,61.27272727272727,0.2727272727272727,0.2727272727272727,5.7272727272727275,9.181818181818182,0.18181818181818182,27,0.7272727272727273,60.54545454545455,10.6,0.2727272727272727,3.5454545454545454,62.4,0.0,0.0,6.0,56.0,4.0,5.909090909090909,10.4
Danny Amendola,98.9,36.74193548387097,0.12903225806451613,0.22580645161290322,4.290322580645161,6.193548387096774,0.3225806451612903,25.0,2.5483870967741935,34.193548387096776,8.233333333333333,0.12903225806451613,1.8387096774193548,73.56666666666666,0.0,0.16129032258064516,12.666666666666666,26.333333333333332,3.6333333333333333,4.612903225806452,8.133333333333333,45.0,0.0,1.0,5.0,6.0,0.0,26,0.0,45.0,9.0,0.0,3.0,83.3,0.0,0.0,0,18.0,0,5.0,9.0
Danny Amendola,4.0,36.46666666666667,0.13333333333333333,0.2,4.266666666666667,6.2,0.3333333333333333,24.5,2.6333333333333333,33.833333333333336,7.85,0.13333333333333333,1.8,68.69999999999999,0.0,0.16666666666666666,19.0,30.5,5.45,4.6,7.7,48.125,0.1875,0.125,5.3125,7.6875,0.4375,25,5.0625,43.0625,8.1,0.1875,2.1875,69.1,0.0,0.25,30.0,36.0,11.6,5.75,8.4
Danny Amendola,110.5,23.142857142857142,0.07142857142857142,0.2857142857142857,3.0714285714285716,4.5,0.21428571428571427,24.0,-0.14285714285714285,23.285714285714285,7.6,0.07142857142857142,1.3571428571428572,68.3,0.0,0.07142857142857142,8.0,25.0,-0.7,3.2857142857142856,7.0,23.142857142857142,0.07142857142857142,0.2857142857142857,3.0714285714285716,4.5,0.21428571428571427,24,-0.14285714285714285,23.285714285714285,7.6,0.07142857142857142,1.3571428571428572,68.3,0.0,0.07142857142857142,8.0,25.0,-0.7,3.2857142857142856,7.0
Will Fuller,85.3,44.333333333333336,0.375,0.08333333333333333,3.125,5.916666666666667,0.125,22.5,0.25,44.083333333333336,14.3,0.375,2.1666666666666665,53.55,0.0,0.0,1.0,56.0,0.75,3.25,13.8,43.2,0.7,0.0,2.8,5.0,0.2,23,0.9,42.3,15.1,0.7,2.1,56.0,0.0,0.0,5.0,59.0,4.5,3.0,14.4
Will Fuller,95.7,45.142857142857146,0.14285714285714285,0.14285714285714285,3.357142857142857,6.571428571428571,0.07142857142857142,22.0,-0.21428571428571427,45.357142857142854,13.5,0.14285714285714285,2.2142857142857144,51.1,0.0,0.0,-3.0,53.0,-3.0,3.4285714285714284,13.2,45.142857142857146,0.14285714285714285,0.14285714285714285,3.357142857142857,6.571428571428571,0.07142857142857142,22,-0.21428571428571427,45.357142857142854,13.5,0.14285714285714285,2.2142857142857144,51.1,0.0,0.0,-3.0,53.0,-3.0,3.4285714285714284,13.2
Tarik Cohen,195.9,45.1875,0.1875,0.1875,3.3125,4.4375,5.4375,22.0,23.125,22.0625,6.7,0.0625,0.5625,74.6,0.125,1.1875,46.0,70.0,4.3,8.75,5.2,45.1875,0.1875,0.1875,3.3125,4.4375,5.4375,22,23.125,22.0625,6.7,0.0625,0.5625,74.6,0.125,1.1875,46.0,70.0,4.3,8.75,5.2
Breshad Perriman,52.7,21.40740740740741,0.1111111111111111,0.0,1.5925925925925926,3.740740740740741,0.037037037037037035,23.5,0.07407407407407407,21.333333333333332,11.4,0.1111111111111111,0.8148148148148148,39.3,0.0,0.0,1.0,33.5,1.0,1.6296296296296295,11.2,7.0,0.0,0.0,0.9090909090909091,3.1818181818181817,0.0,24,0.0,7.0,7.7,0.0,0.2727272727272727,28.6,0.0,0.0,0,14.0,0,0.9090909090909091,7.7
Breshad Perriman,9.2,31.3125,0.1875,0.0,2.0625,4.125,0.0625,23.0,0.125,31.1875,15.1,0.1875,1.1875,50.0,0.0,0.0,2.0,53.0,2.0,2.125,14.7,31.3125,0.1875,0.0,2.0625,4.125,0.0625,23,0.125,31.1875,15.1,0.1875,1.1875,50.0,0.0,0.0,2.0,53.0,2.0,2.125,14.7
Tyrell Williams,110.3,52.138888888888886,0.3333333333333333,0.027777777777777776,3.1666666666666665,5.361111111111111,0.0,24.0,0.0,52.138888888888886,25.73333333333333,0.3333333333333333,2.138888888888889,53.43333333333334,0.0,0.0,0.0,68.66666666666667,0.0,3.1666666666666665,25.73333333333333,45.5,0.25,0.0625,2.6875,4.3125,0.0,25,0.0,45.5,16.9,0.25,1.8125,62.3,0.0,0.0,0,75.0,0,2.6875,16.9
Tyrell Williams,109.3,57.45,0.4,0.0,3.55,6.2,0.0,23.5,0.0,57.45,30.15,0.4,2.4,49.0,0.0,0.0,0.0,65.5,0.0,3.55,30.15,66.1875,0.4375,0.0,4.3125,7.4375,0.0,24,0.0,66.1875,15.3,0.4375,3.0,58.0,0.0,0.0,0,51.0,0,4.3125,15.3
Tyrell Williams,171.9,22.5,0.25,0.0,0.5,1.25,0.0,23.0,0.0,22.5,45.0,0.25,0.0,40.0,0.0,0.0,0.0,80.0,0.0,0.5,45.0,22.5,0.25,0.0,0.5,1.25,0.0,23,0.0,22.5,45.0,0.25,0.0,40.0,0.0,0.0,0,80.0,0,0.5,45.0
Sterling Shepard,136.5,53.666666666666664,0.37037037037037035,0.037037037037037035,4.592592592592593,7.0,0.25925925925925924,23.5,1.2962962962962963,52.370370370370374,11.45,0.37037037037037035,2.888888888888889,66.05,0.0,0.07407407407407407,17.0,54.5,5.65,4.851851851851852,11.1,66.81818181818181,0.18181818181818182,0.09090909090909091,5.363636363636363,7.636363636363637,0.36363636363636365,24,0.36363636363636365,66.45454545454545,12.4,0.18181818181818182,3.272727272727273,70.2,0.0,0.09090909090909091,12.0,77.0,1.0,5.7272727272727275,11.7
Sterling Shepard,102.0,44.625,0.5,0.0,4.0625,6.5625,0.1875,23.0,1.9375,42.6875,10.5,0.5,2.625,61.9,0.0,0.0625,22.0,32.0,10.3,4.25,10.5,44.625,0.5,0.0,4.0625,6.5625,0.1875,23,1.9375,42.6875,10.5,0.5,2.625,61.9,0.0,0.0625,22.0,32.0,10.3,4.25,10.5
LeSean McCoy,116.2,101.2781954887218,0.6090225563909775,0.16541353383458646,3.3157894736842106,4.2631578947368425,16.428571428571427,25.0,75.8796992481203,25.398496240601503,7.611111111111111,0.11278195488721804,1.2481203007518797,77.10000000000001,0.49624060150375937,3.81203007518797,55.888888888888886,37.44444444444444,4.6,19.74436090225564,5.133333333333334,99.125,0.5,0.1875,3.6875,4.8125,17.9375,29,71.125,28.0,7.6,0.125,1.4375,76.6,0.375,3.5625,48.0,39.0,4.0,21.625,4.6
LeSean McCoy,248.6,101.57264957264957,0.6239316239316239,0.1623931623931624,3.264957264957265,4.188034188034188,16.22222222222222,24.5,76.52991452991454,25.042735042735043,7.6125,0.1111111111111111,1.2222222222222223,77.16250000000001,0.5128205128205128,3.8461538461538463,56.875,37.25,4.675,19.487179487179485,5.2,108.2,0.9333333333333333,0.2,3.3333333333333335,3.8,15.6,28,84.46666666666667,23.733333333333334,7.1,0.06666666666666667,1.1333333333333333,87.7,0.8666666666666667,3.7333333333333334,75.0,41.0,5.4,18.933333333333334,5.7
LeSean McCoy,288.8,100.59803921568627,0.5784313725490197,0.1568627450980392,3.2549019607843137,4.245098039215686,16.313725490196077,24.0,75.36274509803921,25.235294117647058,7.685714285714285,0.11764705882352941,1.2352941176470589,75.65714285714286,0.46078431372549017,3.8627450980392157,54.285714285714285,36.714285714285715,4.571428571428571,19.568627450980394,5.128571428571428,98.91666666666667,0.4166666666666667,0.16666666666666666,2.6666666666666665,4.166666666666667,16.916666666666668,27,74.58333333333333,24.333333333333332,9.1,0.16666666666666666,1.0,64.0,0.25,3.5,48.0,22.0,4.4,19.583333333333332,5.1
LeSean McCoy,176.7,100.82222222222222,0.6,0.15555555555555556,3.3333333333333335,4.2555555555555555,16.233333333333334,23.5,75.46666666666667,25.355555555555554,7.449999999999999,0.1111111111111111,1.2666666666666666,77.60000000000001,0.4888888888888889,3.911111111111111,55.333333333333336,39.166666666666664,4.6,19.566666666666666,5.133333333333334,92.125,0.3125,0.25,1.75,2.3125,19.5,26,82.4375,9.6875,5.5,0.0,0.625,75.7,0.3125,4.25,53.0,18.0,4.2,21.25,4.3
LeSean McCoy,212.4,102.70270270270271,0.6621621621621622,0.13513513513513514,3.675675675675676,4.675675675675675,15.527027027027026,23.0,73.95945945945945,28.743243243243242,7.839999999999999,0.13513513513513514,1.4054054054054055,77.98,0.527027027027027,3.8378378378378377,55.8,43.4,4.68,19.2027027027027,5.3,134.125,0.6875,0.0625,3.25,4.0,19.625,25,100.4375,33.6875,10.4,0.125,1.5,81.3,0.5625,4.9375,57.0,70.0,5.1,22.875,5.9
LeSean McCoy,353.1,94.03448275862068,0.6551724137931034,0.15517241379310345,3.793103448275862,4.862068965517241,14.39655172413793,22.5,66.65517241379311,27.379310344827587,7.199999999999999,0.13793103448275862,1.3793103448275863,77.15,0.5172413793103449,3.5344827586206895,55.5,36.75,4.575,18.189655172413794,5.1499999999999995,101.08333333333333,0.4166666666666667,0.3333333333333333,4.5,5.583333333333333,16.666666666666668,24,70.0,31.083333333333332,6.9,0.25,1.6666666666666667,80.6,0.16666666666666666,3.75,34.0,36.0,4.2,21.166666666666668,4.8
LeSean McCoy,183.8,92.19565217391305,0.717391304347826,0.10869565217391304,3.608695652173913,4.673913043478261,13.804347826086957,22.0,65.78260869565217,26.41304347826087,7.3,0.10869565217391304,1.3043478260869565,76.0,0.6086956521739131,3.4782608695652173,62.666666666666664,37.0,4.7,17.41304347826087,5.266666666666667,108.26666666666667,1.3333333333333333,0.06666666666666667,3.2,4.6,18.2,23,87.26666666666667,21.0,6.6,0.2,1.2,69.6,1.1333333333333333,5.666666666666667,60.0,26.0,4.8,21.4,5.1
LeSean McCoy,335.9,84.41935483870968,0.41935483870967744,0.12903225806451613,3.806451612903226,4.709677419354839,11.67741935483871,21.5,55.38709677419355,29.032258064516128,7.65,0.06451612903225806,1.3548387096774193,79.2,0.3548387096774194,2.4193548387096775,64.0,42.5,4.65,15.483870967741936,5.35,111.46666666666667,0.6,0.13333333333333333,5.2,6.066666666666666,13.8,22,72.0,39.46666666666667,7.6,0.13333333333333333,1.9333333333333333,85.7,0.4666666666666667,3.066666666666667,62.0,40.0,5.2,19.0,5.9
LeSean McCoy,260.2,59.0625,0.25,0.125,2.5,3.4375,9.6875,21.0,39.8125,19.25,7.7,0.0,0.8125,72.7,0.25,1.8125,66.0,45.0,4.1,12.1875,4.8,59.0625,0.25,0.125,2.5,3.4375,9.6875,21,39.8125,19.25,7.7,0.0,0.8125,72.7,0.25,1.8125,66.0,45.0,4.1,12.1875,4.8
Brandin Cooks,199.2,70.75862068965517,0.4827586206896552,0.05172413793103448,4.827586206896552,7.396551724137931,0.5172413793103449,22.5,2.7758620689655173,67.98275862068965,13.875,0.46551724137931033,2.7241379310344827,66.39999999999999,0.017241379310344827,0.15517241379310345,15.75,70.75,5.525,5.344827586206897,13.125,70.125,0.4375,0.0,4.0625,7.125,0.5625,24,2.5,67.625,16.6,0.4375,2.625,57.0,0.0,0.125,13.0,64.0,4.4,4.625,15.2
Brandin Cooks,176.2,71.0,0.5,0.07142857142857142,5.119047619047619,7.5,0.5,22.0,2.880952380952381,68.11904761904762,12.966666666666667,0.47619047619047616,2.761904761904762,69.53333333333332,0.023809523809523808,0.16666666666666666,16.666666666666668,73.0,5.8999999999999995,5.619047619047619,12.433333333333332,75.1875,0.5,0.0625,4.875,7.3125,0.375,23,1.875,73.3125,15.0,0.5,2.875,66.7,0.0,0.0625,11.0,98.0,5.0,5.25,14.3
Brandin Cooks,189.8,68.42307692307692,0.5,0.07692307692307693,5.269230769230769,7.615384615384615,0.5769230769230769,21.5,3.5,64.92307692307692,11.95,0.46153846153846156,2.6923076923076925,70.94999999999999,0.038461538461538464,0.23076923076923078,19.5,60.5,6.35,5.846153846153846,11.5,72.25,0.5625,0.0625,5.25,8.0625,0.5,22,1.125,71.125,13.5,0.5625,2.8125,65.1,0.0,0.125,11.0,71.0,2.3,5.75,12.6
Brandin Cooks,191.1,62.3,0.4,0.1,5.3,6.9,0.7,21.0,7.3,55.0,10.4,0.3,2.5,76.8,0.1,0.4,28.0,50.0,10.4,6.0,10.4,62.3,0.4,0.1,5.3,6.9,0.7,21,7.3,55.0,10.4,0.3,2.5,76.8,0.1,0.4,28.0,50.0,10.4,6.0,10.4
Corey Davis,141.1,34.09090909090909,0.0,0.09090909090909091,3.090909090909091,5.909090909090909,0.0,22.0,0.0,34.09090909090909,11.0,0.0,1.5454545454545454,52.3,0.0,0.0,0.0,37.0,0.0,3.090909090909091,11.0,34.09090909090909,0.0,0.09090909090909091,3.090909090909091,5.909090909090909,0.0,22,0.0,34.09090909090909,11.0,0.0,1.5454545454545454,52.3,0.0,0.0,0,37.0,0,3.090909090909091,11.0
Greg Olsen,62.1,45.7939393939394,0.3212121212121212,0.04242424242424243,3.8727272727272726,6.327272727272727,0.0,27.0,0.0,45.7939393939394,11.545454545454547,0.3212121212121212,2.4060606060606062,59.90909090909092,0.0,0.0,0.0,43.90909090909091,0.0,3.8727272727272726,11.545454545454547,27.285714285714285,0.14285714285714285,0.0,2.4285714285714284,5.428571428571429,0.0,32,0.0,27.285714285714285,11.2,0.14285714285714285,1.8571428571428572,44.7,0.0,0.0,0,30.0,0,2.4285714285714284,11.2
Greg Olsen,31.6,46.61392405063291,0.3291139240506329,0.04430379746835443,3.9367088607594938,6.367088607594937,0.0,26.5,0.0,46.61392405063291,11.580000000000002,0.3291139240506329,2.430379746835443,61.43000000000001,0.0,0.0,0.0,45.3,0.0,3.9367088607594938,11.580000000000002,67.0625,0.1875,0.0,5.0,8.0625,0.0,31,0.0,67.0625,13.4,0.1875,3.375,62.0,0.0,0.0,0,78.0,0,5.0,13.4
Greg Olsen,152.3,44.309859154929576,0.34507042253521125,0.04929577464788732,3.816901408450704,6.176056338028169,0.0,26.0,0.0,44.309859154929576,11.377777777777778,0.34507042253521125,2.323943661971831,61.366666666666674,0.0,0.0,0.0,41.666666666666664,0.0,3.816901408450704,11.377777777777778,69.0,0.4375,0.0625,4.8125,7.75,0.0,30,0.0,69.0,14.3,0.4375,3.25,62.1,0.0,0.0,0,52.0,0,4.8125,14.3
Greg Olsen,176.4,41.17460317460318,0.3333333333333333,0.047619047619047616,3.6904761904761907,5.976190476190476,0.0,25.5,0.0,41.17460317460318,11.012500000000001,0.3333333333333333,2.2063492063492065,61.275000000000006,0.0,0.0,0.0,40.375,0.0,3.6904761904761907,11.012500000000001,63.0,0.375,0.0625,5.25,7.6875,0.0,29,0.0,63.0,12.0,0.375,3.4375,68.3,0.0,0.0,0,38.0,0,5.25,12.0
Greg Olsen,162.3,38.0,0.32727272727272727,0.045454545454545456,3.463636363636364,5.7272727272727275,0.0,25.0,0.0,38.0,10.871428571428572,0.32727272727272727,2.0272727272727273,60.27142857142858,0.0,0.0,0.0,40.714285714285715,0.0,3.463636363636364,10.871428571428572,51.0,0.375,0.0,4.5625,6.9375,0.0,28,0.0,51.0,11.2,0.375,2.8125,65.8,0.0,0.0,0,31.0,0,4.5625,11.2
Greg Olsen,140.1,35.787234042553195,0.3191489361702128,0.05319148936170213,3.276595744680851,5.5212765957446805,0.0,24.5,0.0,35.787234042553195,10.816666666666668,0.3191489361702128,1.8936170212765957,59.35,0.0,0.0,0.0,42.333333333333336,0.0,3.276595744680851,10.816666666666668,52.6875,0.3125,0.0,4.3125,6.5,0.0,27,0.0,52.6875,12.2,0.3125,2.75,66.3,0.0,0.0,0,47.0,0,4.3125,12.2
Greg Olsen,136.3,32.32051282051282,0.32051282051282054,0.0641025641025641,3.0641025641025643,5.32051282051282,0.0,24.0,0.0,32.32051282051282,10.540000000000001,0.32051282051282054,1.7179487179487178,57.96,0.0,0.0,0.0,41.4,0.0,3.0641025641025643,10.540000000000001,33.75,0.3125,0.0625,2.8125,5.5625,0.0,26,0.0,33.75,12.0,0.3125,1.6875,50.6,0.0,0.0,0,44.0,0,2.8125,12.0
Greg Olsen,95.5,31.951612903225808,0.3225806451612903,0.06451612903225806,3.129032258064516,5.258064516129032,0.0,23.5,0.0,31.951612903225808,10.175,0.3225806451612903,1.7258064516129032,59.8,0.0,0.0,0.0,40.75,0.0,3.129032258064516,10.175,25.25,0.3125,0.125,2.5625,4.375,0.0,25,0.0,25.25,9.9,0.3125,1.375,58.6,0.0,0.0,0,39.0,0,2.5625,9.9
Greg Olsen,77.4,34.28260869565217,0.32608695652173914,0.043478260869565216,3.3260869565217392,5.565217391304348,0.0,23.0,0.0,34.28260869565217,10.266666666666667,0.32608695652173914,1.8478260869565217,60.199999999999996,0.0,0.0,0.0,41.333333333333336,0.0,3.3260869565217392,10.266666666666667,38.25,0.5,0.0,3.75,6.75,0.0,24,0.0,38.25,10.2,0.5,2.0625,55.6,0.0,0.0,0,41.0,0,3.75,10.2
Greg Olsen,125.7,32.166666666666664,0.23333333333333334,0.06666666666666667,3.1,4.933333333333334,0.0,22.5,0.0,32.166666666666664,10.3,0.23333333333333334,1.7333333333333334,62.5,0.0,0.0,0.0,41.5,0.0,3.1,10.3,35.875,0.3125,0.125,3.375,5.125,0.0,23,0.0,35.875,10.6,0.3125,2.0625,65.9,0.0,0.0,0,52.0,0,3.375,10.6
Greg Olsen,99.9,27.928571428571427,0.14285714285714285,0.0,2.7857142857142856,4.714285714285714,0.0,22.0,0.0,27.928571428571427,10.0,0.14285714285714285,1.3571428571428572,59.1,0.0,0.0,0.0,31.0,0.0,2.7857142857142856,10.0,27.928571428571427,0.14285714285714285,0.0,2.7857142857142856,4.714285714285714,0.0,22,0.0,27.928571428571427,10.0,0.14285714285714285,1.3571428571428572,59.1,0.0,0.0,0,31.0,0,2.7857142857142856,10.0
Jordan Howard,194.5,92.19354838709677,0.5161290322580645,0.0967741935483871,1.6774193548387097,2.6451612903225805,17.032258064516128,22.5,78.54838709677419,13.64516129032258,7.8500000000000005,0.03225806451612903,0.5161290322580645,64.95,0.4838709677419355,4.451612903225806,61.0,23.0,4.65,18.70967741935484,4.95,77.9375,0.5625,0.0625,1.4375,2.0,17.25,23,70.125,7.8125,5.4,0.0,0.25,71.9,0.5625,4.0625,53.0,12.0,4.1,18.6875,4.2
Jordan Howard,215.2,107.4,0.4666666666666667,0.13333333333333333,1.9333333333333333,3.3333333333333335,16.8,22.0,87.53333333333333,19.866666666666667,10.3,0.06666666666666667,0.8,58.0,0.4,4.866666666666666,69.0,34.0,5.2,18.733333333333334,5.7,107.4,0.4666666666666667,0.13333333333333333,1.9333333333333333,3.3333333333333335,16.8,22,87.53333333333333,19.866666666666667,10.3,0.06666666666666667,0.8,58.0,0.4,4.866666666666666,69.0,34.0,5.2,18.733333333333334,5.7
Peyton Barber,155.8,25.419354838709676,0.12903225806451613,0.06451612903225806,0.6774193548387096,0.8064516129032258,5.258064516129032,22.5,20.838709677419356,4.580645161290323,6.35,0.0,0.16129032258064516,83.75,0.12903225806451613,1.1290322580645162,39.0,22.5,4.0,5.935483870967742,4.25,33.5625,0.1875,0.125,1.0,1.1875,6.75,23,26.4375,7.125,7.1,0.0,0.25,84.2,0.1875,1.5625,34.0,34.0,3.9,7.75,4.3
Peyton Barber,97.2,16.733333333333334,0.06666666666666667,0.0,0.3333333333333333,0.4,3.6666666666666665,22.0,14.866666666666667,1.8666666666666667,5.6,0.0,0.06666666666666667,83.3,0.06666666666666667,0.6666666666666666,44.0,11.0,4.1,4.0,4.2,16.733333333333334,0.06666666666666667,0.0,0.3333333333333333,0.4,3.6666666666666665,22,14.866666666666667,1.8666666666666667,5.6,0.0,0.06666666666666667,83.3,0.06666666666666667,0.6666666666666666,44.0,11.0,4.1,4.0,4.2
Rex Burkhead,55.2,22.71153846153846,0.23076923076923078,0.057692307692307696,1.2307692307692308,1.5576923076923077,2.9038461538461537,25.0,12.288461538461538,10.423076923076923,6.68,0.07692307692307693,0.5576923076923077,61.0,0.15384615384615385,0.75,12.0,16.6,2.54,4.134615384615385,4.540000000000001,51.8,0.8,0.1,3.0,3.6,6.4,27,26.4,25.4,8.5,0.3,1.3,83.3,0.5,1.4,31.0,23.0,4.1,9.4,5.5
Rex Burkhead,116.3,15.785714285714286,0.09523809523809523,0.047619047619047616,0.8095238095238095,1.0714285714285714,2.0714285714285716,24.5,8.928571428571429,6.857142857142857,6.225,0.023809523809523808,0.38095238095238093,55.425,0.07142857142857142,0.5952380952380952,7.25,15.0,2.15,2.880952380952381,4.300000000000001,30.5625,0.125,0.0625,1.0625,1.25,4.625,26,21.5,9.0625,8.5,0.0,0.5625,85.0,0.125,1.5,17.0,18.0,4.6,5.6875,5.4
Rex Burkhead,79.9,6.6923076923076925,0.07692307692307693,0.038461538461538464,0.6538461538461539,0.9615384615384616,0.5,24.0,1.1923076923076923,5.5,5.466666666666666,0.038461538461538464,0.2692307692307692,45.56666666666666,0.038461538461538464,0.038461538461538464,4.0,14.0,1.3333333333333333,1.1538461538461537,3.9333333333333336,6.125,0.0625,0.0625,0.625,0.9375,0.25,25,0.25,5.875,9.4,0.0625,0.25,66.7,0.0,0.0,2.0,27.0,1.0,0.875,7.0
Rex Burkhead,27.3,7.6,0.1,0.0,0.7,1.0,0.9,23.5,2.7,4.9,3.5,0.0,0.3,35.0,0.1,0.1,5.0,7.5,1.5,1.6,2.4,8.444444444444445,0.1111111111111111,0.0,0.7777777777777778,1.1111111111111112,1.0,24,3.0,5.444444444444445,7.0,0.0,0.3333333333333333,70.0,0.1111111111111111,0.1111111111111111,10.0,15.0,3.0,1.7777777777777777,4.8
Rex Burkhead,21.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0
Kenny Stills,102.8,45.48101265822785,0.3291139240506329,0.06329113924050633,2.810126582278481,4.8354430379746836,0.05063291139240506,23.0,0.10126582278481013,45.379746835443036,16.599999999999998,0.3291139240506329,1.9620253164556962,57.980000000000004,0.0,0.0,0.4,65.4,0.25999999999999995,2.8607594936708862,16.259999999999998,52.9375,0.375,0.25,3.625,6.5625,0.0,25,0.0,52.9375,14.6,0.375,2.25,55.2,0.0,0.0,0,61.0,0,3.625,14.6
Kenny Stills,130.7,43.58730158730159,0.31746031746031744,0.015873015873015872,2.6031746031746033,4.396825396825397,0.06349206349206349,22.5,0.12698412698412698,43.46031746031746,17.099999999999998,0.31746031746031744,1.8888888888888888,58.675000000000004,0.0,0.0,0.5,66.5,0.32499999999999996,2.6666666666666665,16.675,45.375,0.5625,0.0,2.625,5.0625,0.0,24,0.0,45.375,17.3,0.5625,1.875,51.9,0.0,0.0,0,74.0,0,2.625,17.3
Kenny Stills,141.6,42.97872340425532,0.23404255319148937,0.02127659574468085,2.595744680851064,4.170212765957447,0.0851063829787234,22.0,0.1702127659574468,42.808510638297875,17.03333333333333,0.23404255319148937,1.8936170212765957,60.93333333333334,0.0,0.0,0.6666666666666666,64.0,0.4333333333333333,2.6808510638297873,16.46666666666667,27.5,0.1875,0.0,1.6875,3.9375,0.0,23,0.0,27.5,16.3,0.1875,1.125,42.9,0.0,0.0,0,47.0,0,1.6875,16.3
Kenny Stills,71.0,50.96774193548387,0.25806451612903225,0.03225806451612903,3.064516129032258,4.290322580645161,0.12903225806451613,21.5,0.25806451612903225,50.70967741935484,17.4,0.25806451612903225,2.2903225806451615,69.95,0.0,0.0,1.0,72.5,0.6499999999999999,3.193548387096774,16.55,61.93333333333333,0.2,0.06666666666666667,4.2,5.533333333333333,0.06666666666666667,22,-0.13333333333333333,62.06666666666667,14.8,0.2,3.1333333333333333,75.9,0.0,0.0,-2.0,69.0,-2.0,4.266666666666667,14.5
Kenny Stills,132.4,40.6875,0.3125,0.0,2.0,3.125,0.1875,21.0,0.625,40.0625,20.0,0.3125,1.5,64.0,0.0,0.0,4.0,76.0,3.3,2.1875,18.6,40.6875,0.3125,0.0,2.0,3.125,0.1875,21,0.625,40.0625,20.0,0.3125,1.5,64.0,0.0,0.0,4.0,76.0,3.3,2.1875,18.6
JuJu Smith-Schuster,217.9,65.5,0.5,0.0,4.142857142857143,5.642857142857143,0.0,21.0,0.0,65.5,15.8,0.5,2.642857142857143,73.4,0.0,0.0,0.0,97.0,0.0,4.142857142857143,15.8,65.5,0.5,0.0,4.142857142857143,5.642857142857143,0.0,21,0.0,65.5,15.8,0.5,2.642857142857143,73.4,0.0,0.0,0,97.0,0,4.142857142857143,15.8
Mohamed Sanu,130.7,38.12643678160919,0.25287356321839083,0.04597701149425287,3.1954022988505746,4.896551724137931,0.3563218390804598,25.5,1.9310344827586208,36.195402298850574,11.15,0.22988505747126436,1.9195402298850575,65.33333333333333,0.022988505747126436,0.12643678160919541,12.666666666666666,46.333333333333336,4.816666666666666,3.5517241379310347,10.383333333333333,47.53333333333333,0.3333333333333333,0.0,4.466666666666667,6.4,0.26666666666666666,28,0.6666666666666666,46.86666666666667,10.5,0.3333333333333333,2.7333333333333334,69.8,0.0,0.2,4.0,25.0,2.5,4.733333333333333,10.0
Mohamed Sanu,123.3,36.166666666666664,0.2361111111111111,0.05555555555555555,2.9305555555555554,4.583333333333333,0.375,25.0,2.1944444444444446,33.97222222222222,11.28,0.20833333333333334,1.75,64.44,0.027777777777777776,0.1111111111111111,14.4,50.6,5.279999999999999,3.3055555555555554,10.459999999999999,43.86666666666667,0.26666666666666666,0.06666666666666667,3.933333333333333,5.4,0.06666666666666667,27,0.3333333333333333,43.53333333333333,11.1,0.26666666666666666,2.2,72.8,0.0,0.0,5.0,59.0,5.0,4.0,11.0
