Mike Davis,0,26,9,1,8,7,22,3.1,0,7,0.8,2.4,87.50%,2.8,11,25,0,8,2.3,2.8,1.2,18,2.6,47,0,0,21.85,87.92,4.02,0.54,7.23,5.54,40.38,7.29,0.23,0.08
DeAndrew White,0,28,7,0,1,1,8,8,0,8,0.1,1.1,100.00%,8,0,0,0,0,0,0,0,1,8,8,0,0,0.69,2.31,3.33,0.00,18.23,12.92,178.69,13.83,1.08,0.15
David Montgomery,6.6,22,13,7,33,23,173,7.5,1,30,1.8,13.3,69.70%,5.2,192,680,5,55,3.5,52.3,14.8,215,4,853,6,2,20.92,85.38,4.08,0.69,7.77,6.00,46.38,7.73,0.08,0.15
Tarik Cohen,9.1,24,13,9,80,60,330,5.5,3,31,4.6,25.4,75.00%,4.1,50,157,0,13,3.1,12.1,3.8,110,4.4,487,3,2,20.92,85.38,4.08,0.69,7.77,6.00,46.38,7.73,0.08,0.15
Jesper Horsted,7.6,22,3,1,6,6,58,9.7,1,18,2,19.3,100.00%,9.7,0,0,0,0,0,0,0,6,9.7,58,1,0,0.08,0.15,2.00,0.00,7.38,5.38,53.15,9.87,0.38,0.08
Allen Robinson,21.8,26,13,12,116,76,898,11.8,7,49,5.8,69.1,65.50%,7.7,0,0,0,0,0,0,0,76,11.8,898,7,0,0.69,3.38,4.89,0.00,17.62,10.69,136.23,12.74,0.85,0.00
Anthony Miller,13.2,25,13,4,67,41,531,13,1,35,3.2,40.8,61.20%,7.9,1,-1,0,-1,-1,-0.1,0.1,42,12.6,530,1,1,0.69,3.38,4.89,0.00,17.62,10.69,136.23,12.74,0.85,0.00
Cordarrelle Patterson,3.8,28,13,3,12,9,72,8,0,33,0.7,5.5,75.00%,6,13,73,0,46,5.6,5.6,1,22,6.6,145,0,0,0.69,3.38,4.89,0.00,17.62,10.69,136.23,12.74,0.85,0.00
Javon Wims,0,25,13,4,23,12,137,11.4,1,37,0.9,10.5,52.20%,6,0,0,0,0,0,0,0,12,11.4,137,1,0,0.69,3.38,4.89,0.00,17.62,10.69,136.23,12.74,0.85,0.00
Joe Mixon,27.6,23,13,12,39,29,230,7.9,3,33,2.2,17.7,74.40%,5.9,206,789,3,30,3.8,60.7,15.8,235,4.3,1019,6,0,21.46,101.15,4.71,0.54,6.15,4.85,43.00,8.87,0.23,0.23
Giovani Bernard,6.6,28,13,2,37,26,212,8.2,0,35,2,16.3,70.30%,5.7,43,136,0,25,3.2,10.5,3.3,69,5,348,0,2,21.46,101.15,4.71,0.54,6.15,4.85,43.00,8.87,0.23,0.23
Tyler Eifert,8.9,29,13,3,48,34,301,8.9,2,27,2.6,23.2,70.80%,6.3,0,0,0,0,0,0,0,34,8.9,301,2,0,0.15,2.15,14.00,0.00,5.77,3.85,45.62,11.86,0.46,0.00
C.J. Uzomah,1.4,26,13,13,28,17,172,10.1,0,36,1.3,13.2,60.70%,6.1,0,0,0,0,0,0,0,17,10.1,172,0,0,0.15,2.15,14.00,0.00,5.77,3.85,45.62,11.86,0.46,0.00
Tyler Boyd,13.2,25,13,13,119,73,833,11.4,3,47,5.6,64.1,61.30%,7,4,23,0,10,5.8,1.8,0.3,77,11.1,856,3,2,0.85,6.15,7.27,0.00,19.38,11.54,149.31,12.94,0.85,0.08
Auden Tate,2.6,22,12,10,80,40,575,14.4,1,33,3.3,47.9,50.00%,7.2,0,0,0,0,0,0,0,40,14.4,575,1,1,0.85,6.15,7.27,0.00,19.38,11.54,149.31,12.94,0.85,0.08
Alex Erickson,10.5,27,13,3,60,35,452,12.9,0,52,2.7,34.8,58.30%,7.5,4,28,0,17,7,2.2,0.3,39,12.3,480,0,3,0.85,6.15,7.27,0.00,19.38,11.54,149.31,12.94,0.85,0.08
John Ross,4.8,25,5,5,35,18,356,19.8,3,66,3.6,71.2,51.40%,10.2,0,0,0,0,0,0,0,18,19.8,356,3,1,0.85,6.15,7.27,0.00,19.38,11.54,149.31,12.94,0.85,0.08
Damion Willis,0,22,10,2,16,9,82,9.1,0,17,0.9,8.2,56.30%,5.1,0,0,0,0,0,0,0,9,9.1,82,0,0,0.85,6.15,7.27,0.00,19.38,11.54,149.31,12.94,0.85,0.08
Stanley Morgan,0,23,9,0,10,3,18,6,0,9,0.3,2,30.00%,1.8,0,0,0,0,0,0,0,3,6,18,0,0,0.85,6.15,7.27,0.00,19.38,11.54,149.31,12.94,0.85,0.08
Nick Chubb,12.7,24,13,13,43,32,256,8,0,32,2.5,19.7,74.40%,6,253,1281,7,88,5.1,98.5,19.5,285,5.4,1537,7,3,24.38,115.62,4.74,0.77,5.92,4.92,45.38,9.22,0.23,0.23
Kareem Hunt,14.8,24,5,1,28,22,158,7.2,1,29,4.4,31.6,78.60%,5.6,34,153,2,16,4.5,30.6,6.8,56,5.6,311,3,1,24.38,115.62,4.74,0.77,5.92,4.92,45.38,9.22,0.23,0.23
Ricky Seals-Jones,3.2,24,11,2,16,10,177,17.7,2,59,0.9,16.1,62.50%,11.1,0,0,0,0,0,0,0,10,17.7,177,2,0,0.15,0.54,3.50,0.00,5.77,4.15,50.85,12.24,0.31,0.08
Stephen Carlson,0,23,6,5,6,4,44,11,1,21,0.7,7.3,66.70%,7.3,0,0,0,0,0,0,0,4,11,44,1,0,0.15,0.54,3.50,0.00,5.77,4.15,50.85,12.24,0.31,0.08
David Njoku,1.4,23,3,1,10,5,41,8.2,1,18,1.7,13.7,50.00%,4.1,0,0,0,0,0,0,0,5,8.2,41,1,0,0.15,0.54,3.50,0.00,5.77,4.15,50.85,12.24,0.31,0.08
Jarvis Landry,11.6,27,13,13,115,69,995,14.4,5,65,5.3,76.5,60.00%,8.7,1,10,0,10,10,0.8,0.1,70,14.4,1005,5,0,1.31,5.69,4.35,0.00,16.38,10.15,157.23,15.48,0.69,0.08
Odell Beckham,5.9,27,13,13,108,59,844,14.3,2,89,4.5,64.9,54.60%,7.8,3,10,0,11,3.3,0.8,0.2,62,13.8,854,2,1,1.31,5.69,4.35,0.00,16.38,10.15,157.23,15.48,0.69,0.08
Damion Ratley,0,24,10,2,16,8,103,12.9,0,29,0.8,10.3,50.00%,6.4,0,0,0,0,0,0,0,8,12.9,103,0,0,1.31,5.69,4.35,0.00,16.38,10.15,157.23,15.48,0.69,0.08
Rashard Higgins,0,25,8,1,11,4,55,13.8,1,35,0.5,6.9,36.40%,5,0,0,0,0,0,0,0,4,13.8,55,1,0,1.31,5.69,4.35,0.00,16.38,10.15,157.23,15.48,0.69,0.08
Dontrell Hilliard,0,24,12,0,14,11,88,8,0,19,0.9,7.3,78.60%,6.3,13,49,2,11,3.8,4.1,1.1,24,5.7,137,2,2,24.38,115.62,4.74,0.77,5.92,4.92,45.38,9.22,0.23,0.23
KhaDarel Hodge,0,24,13,0,5,2,51,25.5,0,41,0.2,3.9,40.00%,10.2,0,0,0,0,0,0,0,2,25.5,51,0,0,1.31,5.69,4.35,0.00,16.38,10.15,157.23,15.48,0.69,0.08
Ezekiel Elliott,23.3,24,13,13,55,41,338,8.2,1,27,3.2,26,74.50%,6.1,246,1071,9,31,4.4,82.4,18.9,287,4.9,1409,10,3,23.00,84.62,3.68,0.92,7.77,5.85,40.00,6.84,0.08,0.08
Jason Witten,8.7,37,13,13,71,53,455,8.6,3,33,4.1,35,74.60%,6.4,0,0,0,0,0,0,0,53,8.6,455,3,1,0.00,0.00,0.00,0.00,8.38,6.23,58.92,9.46,0.31,0.00
Blake Jarwin,11,25,13,6,36,28,311,11.1,3,42,2.2,23.9,77.80%,8.6,0,0,0,0,0,0,0,28,11.1,311,3,1,0.00,0.00,0.00,0.00,8.38,6.23,58.92,9.46,0.31,0.00
Amari Cooper,20.3,25,13,13,100,70,1054,15.1,8,53,5.4,81.1,70.00%,10.5,0,0,0,0,0,0,0,70,15.1,1054,8,0,0.23,1.31,5.67,0.00,19.23,11.69,147.69,12.63,0.62,0.15
Michael Gallup,16.9,23,11,9,92,55,905,16.5,3,62,5,82.3,59.80%,9.8,0,0,0,0,0,0,0,55,16.5,905,3,0,0.23,1.31,5.67,0.00,19.23,11.69,147.69,12.63,0.62,0.15
Randall Cobb,6.3,29,12,5,68,44,677,15.4,3,59,3.7,56.4,64.70%,10,3,11,0,7,3.7,0.9,0.3,47,14.6,688,3,2,0.23,1.31,5.67,0.00,19.23,11.69,147.69,12.63,0.62,0.15
Tavon Austin,0,29,11,0,19,10,112,11.2,0,23,0.9,10.2,52.60%,5.9,4,44,1,20,11,4,0.4,14,11.1,156,1,1,0.23,1.31,5.67,0.00,19.23,11.69,147.69,12.63,0.62,0.15
Ventell Bryant,0,23,9,0,1,1,15,15,1,15,0.1,1.7,100.00%,15,0,0,0,0,0,0,0,1,15,15,1,0,0.23,1.31,5.67,0.00,19.23,11.69,147.69,12.63,0.62,0.15
Dalton Schultz,0,23,13,0,1,1,6,6,0,6,0.1,0.5,100.00%,6,0,0,0,0,0,0,0,1,6,6,0,0,0.00,0.00,0.00,0.00,8.38,6.23,58.92,9.46,0.31,0.00
